# scripts/shadow-meter-audit.tsv — 存疑档案人工认对清单(刀E §E3.5 + 刀F §F1 两级判据重生成于 2026-07-31)
# 打底口径:meter 的 区域(area)/位置(spot)/企业名称(tenant_name)/编码(code) 四项全空 且已有读数 —— 共 310 块 / 338 条读数。
# 【§F1 修正】四空是「档案完整度」条件,不是「重复性」条件,故拆两级(mark 列):
#   shadow(10 块 / 10 条,全在一期)= 四空 **且** 能配到一块档案完整(area/code/tenant_name 至少一项非空)的
#       同 (kind, zone, building_id) 表、且**同月 prev_total + curr_total + factor_snap 三格全等**
#       → 疑似同一块物理表的第二份档案;V75 标 suspect='shadow',用量**不计入**楼栋分表Σ,屏上红底。
#   incomplete(300 块 / 328 条)= 四空但配不上 → 只是档案没填全,当真表处理:用量**照常计入Σ**,屏上黄底。
#       含 5 块挂栋的二期临电(1415 黎镇源临电/1416 佳亿兴电/1417 广聚运通电/1418 欧伟杰临电/1419 广联临电)——
#       刀E 把它们误标 shadow 会永久踢出Σ,今天读数恰为 0.00 不暴雷,下月抄出非零就静默消失。
#       也含 289 块宿舍表:它们是尖/峰/平/谷四列被拆成四块表(「陈昌辉尖/峰/平/谷」对应真档案「陈昌辉总」),
#       不是同一块表的两份档案,读数本就不相等 —— 配不上是正确的,归 incomplete 只做展示提示。
# 本刀只标不删不合并 —— 合并需人工逐条认对,认错就丢读数。
# 列:mark 两级标 | meter_id | kind | zone | building_id | name 标识名 | ownership |
#     ym | prev_total | curr_total | factor_snap | usage_qty 用量 |
#     match_id/match_name/match_area/match_spot/match_tenant/match_code 三格全等配到的档案完整表(仅 shadow 有) |
#     name_hint_id/name_hint_name 标识名线索(「X尖/峰/平/谷」→「X总」,仅供人工参考,不参与判据)
# 解除:在抄表屏「只看存疑」筛出 → 打开档案抽屉补齐区域/位置/编码并保存一次,后端自动清标(MeterService.apply)。
mark	meter_id	kind	zone	building_id	name	ownership	ym	prev_total	curr_total	factor_snap	usage_qty	match_id	match_name	match_area	match_spot	match_tenant	match_code	name_hint_id	name_hint_name
incomplete	1228	water	dorm	NULL	422	share	2024-02	80.00	80.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1229	water	dorm	NULL	423	share	2024-02	107.00	111.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1230	water	dorm	NULL	424	share	2024-02	336.00	336.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1231	water	dorm	NULL	426	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1232	water	dorm	NULL	428	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1233	water	dorm	NULL	501	share	2024-02	1.00	8.00	1.00	7.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1234	water	dorm	NULL	502	share	2024-02	0.00	0.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1235	water	dorm	NULL	503	share	2024-02	7.00	11.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1236	water	dorm	NULL	504	share	2024-02	66.00	66.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1237	water	dorm	NULL	505	share	2024-02	155.00	159.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1238	water	dorm	NULL	506	share	2024-02	20.00	22.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1239	water	dorm	NULL	507	share	2024-02	289.00	296.00	1.00	7.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1240	water	dorm	NULL	508	share	2024-02	67.00	68.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1241	water	dorm	NULL	509	share	2024-02	208.00	215.00	1.00	7.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1242	water	dorm	NULL	510	share	2024-02	91.00	91.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1243	water	dorm	NULL	511	share	2024-02	21.00	25.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1244	water	dorm	NULL	512	share	2024-02	214.00	215.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1245	water	dorm	NULL	513	share	2024-02	15.00	18.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1246	water	dorm	NULL	514	share	2024-02	205.00	206.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1247	water	dorm	NULL	515	share	2024-02	12.00	12.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1248	water	dorm	NULL	516	share	2024-02	13.00	15.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1249	water	dorm	NULL	517	share	2024-02	15.00	17.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1250	water	dorm	NULL	518	share	2024-02	224.00	226.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1251	water	dorm	NULL	519	share	2024-02	9.00	10.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1252	water	dorm	NULL	520	share	2024-02	9.00	11.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1253	water	dorm	NULL	521	share	2024-02	15.00	17.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1254	water	dorm	NULL	522	share	2024-02	19.00	22.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1255	water	dorm	NULL	523	share	2024-02	8.00	9.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1256	water	dorm	NULL	524	share	2024-02	18.00	21.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1257	water	dorm	NULL	526	share	2024-02	18.00	20.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1258	water	dorm	NULL	528	share	2024-02	431.00	431.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1259	water	dorm	NULL	601	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1260	water	dorm	NULL	602	share	2024-02	305.00	305.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1261	water	dorm	NULL	603	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1262	water	dorm	NULL	604	share	2024-02	272.00	273.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1263	water	dorm	NULL	605	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1264	water	dorm	NULL	606	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1265	water	dorm	NULL	607	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1266	water	dorm	NULL	608	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1267	water	dorm	NULL	609	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1268	water	dorm	NULL	610	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1269	water	dorm	NULL	611	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1270	water	dorm	NULL	612	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1271	water	dorm	NULL	613	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1272	water	dorm	NULL	614	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1273	water	dorm	NULL	615	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1274	water	dorm	NULL	616	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1275	water	dorm	NULL	617	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1276	water	dorm	NULL	618	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1277	water	dorm	NULL	619	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1278	water	dorm	NULL	620	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1279	water	dorm	NULL	621	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1280	water	dorm	NULL	622	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1281	water	dorm	NULL	623	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1282	water	dorm	NULL	624	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1283	water	dorm	NULL	626	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1284	water	dorm	NULL	628	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1285	water	dorm	NULL	225	share	2024-02	165.00	165.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1286	water	dorm	NULL	227	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1287	water	dorm	NULL	229	share	2024-02	119.00	125.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1288	water	dorm	NULL	230	share	2024-02	426.00	441.00	1.00	15.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1289	water	dorm	NULL	231	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1290	water	dorm	NULL	232	share	2024-02	78.00	78.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1291	water	dorm	NULL	233	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1292	water	dorm	NULL	234	share	2024-02	127.00	138.00	1.00	11.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1293	water	dorm	NULL	235	share	2024-02	0.00	107.00	1.00	107.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1294	water	dorm	NULL	236	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1295	water	dorm	NULL	237	share	2024-02	74.00	74.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1296	water	dorm	NULL	238	share	2024-02	24.00	24.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1297	water	dorm	NULL	239	share	2024-02	58.00	66.00	1.00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1298	water	dorm	NULL	240	share	2024-02	192.00	192.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1299	water	dorm	NULL	241	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1300	water	dorm	NULL	242	share	2024-02	6.00	6.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1301	water	dorm	NULL	243	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1302	water	dorm	NULL	244	share	2024-02	9.00	12.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1303	water	dorm	NULL	245	share	2024-02	44.00	52.00	1.00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1304	water	dorm	NULL	246	share	2024-02	1.00	1.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1305	water	dorm	NULL	247	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1306	water	dorm	NULL	248	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1307	water	dorm	NULL	249	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1308	water	dorm	NULL	250	share	2024-02	309.00	311.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1309	water	dorm	NULL	251	share	2024-02	529.00	529.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1310	water	dorm	NULL	252	share	2024-02	192.00	192.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1311	water	dorm	NULL	325	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1312	water	dorm	NULL	327	share	2024-02	198.00	199.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1313	water	dorm	NULL	329	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1314	water	dorm	NULL	330	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1315	water	dorm	NULL	331	share	2024-02	188.00	194.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1316	water	dorm	NULL	332	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1317	water	dorm	NULL	333	share	2024-02	213.00	218.00	1.00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1318	water	dorm	NULL	334	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1319	water	dorm	NULL	335	share	2024-02	212.00	214.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1320	water	dorm	NULL	336	share	2024-02	243.00	244.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1321	water	dorm	NULL	337	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1322	water	dorm	NULL	338	share	2024-02	310.00	310.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1323	water	dorm	NULL	339	share	2024-02	305.00	307.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1324	water	dorm	NULL	340	share	2024-02	303.00	310.00	1.00	7.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1325	water	dorm	NULL	341	share	2024-02	249.00	250.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1326	water	dorm	NULL	342	share	2024-02	282.00	288.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1327	water	dorm	NULL	343	share	2024-02	286.00	289.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1328	water	dorm	NULL	344	share	2024-02	354.00	357.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1329	water	dorm	NULL	345	share	2024-02	267.00	277.00	1.00	10.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1330	water	dorm	NULL	346	share	2024-02	285.00	288.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1331	water	dorm	NULL	347	share	2024-02	474.00	480.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1332	water	dorm	NULL	348	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1333	water	dorm	NULL	349	share	2024-02	264.00	264.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1334	water	dorm	NULL	350	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1335	water	dorm	NULL	351	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1336	water	dorm	NULL	352	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1337	water	dorm	NULL	425	share	2024-02	109.00	114.00	1.00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1338	water	dorm	NULL	427	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1339	water	dorm	NULL	429	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1340	water	dorm	NULL	430	share	2024-02	98.00	111.00	1.00	13.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1341	water	dorm	NULL	431	share	2024-02	53.00	57.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1342	water	dorm	NULL	432	share	2024-02	19.00	19.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1343	water	dorm	NULL	433	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1344	water	dorm	NULL	434	share	2024-02	11.00	11.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1345	water	dorm	NULL	435	share	2024-02	123.00	125.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1346	water	dorm	NULL	436	share	2024-02	52.00	52.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1347	water	dorm	NULL	437	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1348	water	dorm	NULL	438	share	2024-02	234.00	234.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1349	water	dorm	NULL	439	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1350	water	dorm	NULL	440	share	2024-02	63.00	63.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1351	water	dorm	NULL	441	share	2024-02	47.00	47.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1352	water	dorm	NULL	442	share	2024-02	141.00	141.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1353	water	dorm	NULL	443	share	2024-02	99.00	101.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1354	water	dorm	NULL	444	share	2024-02	113.00	115.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1355	water	dorm	NULL	445	share	2024-02	1.00	7.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1356	water	dorm	NULL	446	share	2024-02	78.00	84.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1357	water	dorm	NULL	447	share	2024-02	313.00	316.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1358	water	dorm	NULL	448	share	2024-02	10.00	12.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1359	water	dorm	NULL	449	share	2024-02	111.00	114.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1360	water	dorm	NULL	450	share	2024-02	164.00	166.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1361	water	dorm	NULL	451	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1362	water	dorm	NULL	452	share	2024-02	210.00	213.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1363	water	dorm	NULL	525	share	2024-02	21.00	27.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1364	water	dorm	NULL	527	share	2024-02	44.00	49.00	1.00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1365	water	dorm	NULL	529	share	2024-02	26.00	28.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1366	water	dorm	NULL	530	share	2024-02	146.00	155.00	1.00	9.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1367	water	dorm	NULL	531	share	2024-02	101.00	103.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1368	water	dorm	NULL	532	share	2024-02	26.00	27.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1369	water	dorm	NULL	533	share	2024-02	32.00	43.00	1.00	11.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1370	water	dorm	NULL	534	share	2024-02	128.00	130.00	1.00	2.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1371	water	dorm	NULL	535	share	2024-02	92.00	93.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1372	water	dorm	NULL	536	share	2024-02	143.00	147.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1373	water	dorm	NULL	537	share	2024-02	139.00	144.00	1.00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1374	water	dorm	NULL	538	share	2024-02	39.00	45.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1375	water	dorm	NULL	539	share	2024-02	214.00	223.00	1.00	9.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1376	water	dorm	NULL	540	share	2024-02	195.00	195.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1377	water	dorm	NULL	541	share	2024-02	102.00	111.00	1.00	9.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1378	water	dorm	NULL	542	share	2024-02	27.00	31.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1379	water	dorm	NULL	543	share	2024-02	37.00	37.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1380	water	dorm	NULL	544	share	2024-02	64.00	64.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1381	water	dorm	NULL	545	share	2024-02	15.00	15.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1382	water	dorm	NULL	546	share	2024-02	114.00	118.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1383	water	dorm	NULL	547	share	2024-02	54.00	54.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1384	water	dorm	NULL	548	share	2024-02	9.00	9.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1385	water	dorm	NULL	549	share	2024-02	28.00	28.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1386	water	dorm	NULL	550	share	2024-02	50.00	51.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1387	water	dorm	NULL	551	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1388	water	dorm	NULL	552	share	2024-02	0.00	NULL	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1389	water	dorm	NULL	625	share	2024-02	16.00	20.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1390	water	dorm	NULL	627	share	2024-02	15.00	20.00	1.00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1391	water	dorm	NULL	629	share	2024-02	26.00	27.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1392	water	dorm	NULL	630	share	2024-02	62.00	70.00	1.00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1393	water	dorm	NULL	631	share	2024-02	8.00	9.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1394	water	dorm	NULL	632	share	2024-02	32.00	33.00	1.00	1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1395	water	dorm	NULL	633	share	2024-02	4.00	4.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1396	water	dorm	NULL	634	share	2024-02	104.00	108.00	1.00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1397	water	dorm	NULL	635	share	2024-02	7.00	10.00	1.00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1398	water	dorm	NULL	636	share	2024-02	29.00	35.00	1.00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
incomplete	1399	water	dorm	NULL	637	share	2024-02	1.00	1.00	1.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
